card,segment,abc_revenue
2000200187073,Чемпионы,A
2000200191773,Чемпионы,A
2000200217435,Чемпионы,A
2000200170242,Чемпионы,A
2000200195467,Чемпионы,A
2000200202905,Чемпионы,A
2000200152101,Чемпионы,A
2000200165897,Чемпионы,A
2000200221326,Чемпионы,A
2000200175247,Чемпионы,A
2000200192169,Чемпионы,A
2000200193098,Чемпионы,A
2000200151999,Чемпионы,A
2000200186427,Чемпионы,A
2000200188858,Чемпионы,A
2000200173687,Чемпионы,A
2000200186687,Чемпионы,A
2000200173359,Чемпионы,A
2000200207320,Чемпионы,A
2000200188667,Чемпионы,A
2000200193562,Чемпионы,A
2000200244974,Чемпионы,A
2000200211457,Чемпионы,A
2000200225706,Чемпионы,A
2000200173489,Чемпионы,A
2000200212461,Чемпионы,A
2000200170273,Чемпионы,A
2000200219903,Чемпионы,A
2000200226611,Чемпионы,A
2000200249245,Чемпионы,A
2000200150497,Чемпионы,A
2000200184102,Чемпионы,A
2000200179863,Чемпионы,A
2000200170280,Чемпионы,A
2000200173366,Чемпионы,A
2000200229384,Чемпионы,A
2000200217619,Чемпионы,A
2000200175520,Чемпионы,A
2000200189152,Чемпионы,A
2000200170617,Чемпионы,A
2000200204374,Чемпионы,A
2000200189824,Чемпионы,A
2000200201007,Чемпионы,A
2000200189718,Чемпионы,A
2000200204978,Чемпионы,A
2000200217602,Чемпионы,A
2000200239284,Чемпионы,A
2000200208310,Чемпионы,A
2000200239277,Чемпионы,A
2000200238997,Чемпионы,A
2000200186274,Чемпионы,A
2000200173434,Чемпионы,A
2000200181651,Чемпионы,A
2000200183679,Чемпионы,A
2000200187493,Чемпионы,A
2000200156284,Чемпионы,A
2000200180388,Чемпионы,A
2000200156376,Чемпионы,A
2000200170730,Чемпионы,A
2000200219729,Чемпионы,A
2000200188902,Чемпионы,A
2000200189947,Чемпионы,A
2000200220336,Чемпионы,A
2000200231400,Чемпионы,A
2000200218616,Чемпионы,A
2000200231240,Чемпионы,A
2000200159643,Чемпионы,A
2000200186229,Чемпионы,A
2000200173618,Чемпионы,A
2000200157007,Чемпионы,A
2000200182726,Чемпионы,A
2000200181408,Чемпионы,A
2000200205494,Чемпионы,A
2000200174653,Чемпионы,A
2000200245025,Чемпионы,A
2000200252504,Чемпионы,A
2000200161448,Чемпионы,A
2000200222996,Чемпионы,A
2000200249214,Чемпионы,A
2000200170549,Чемпионы,A
2000200199472,Чемпионы,A
2000200240334,Чемпионы,A
2000200169178,Чемпионы,A
2000200160670,Чемпионы,A
2000200226970,Чемпионы,A
2000200182030,Чемпионы,A
2000200170808,Чемпионы,A
2000200184850,Чемпионы,A
2000200205661,Чемпионы,A
2000200182511,Чемпионы,A
2000200208228,Чемпионы,A
2000200186410,Чемпионы,A
2000200173342,Чемпионы,A
2000200174516,Чемпионы,A
2000200197805,Чемпионы,A
2000200152293,Чемпионы,A
2000200150428,Чемпионы,A
2000200161950,Чемпионы,A
2000200160335,Чемпионы,A
2000200188629,Чемпионы,A
2000200179344,Чемпионы,A
2000200218333,Чемпионы,A
2000200210306,Чемпионы,A
2000200203780,Чемпионы,A
2000200192268,Чемпионы,A
2000200213659,Чемпионы,A
2000200186984,Чемпионы,A
2000200221784,Чемпионы,A
2000200184836,Чемпионы,A
2000200240594,Чемпионы,A
2000200187660,Чемпионы,A
2000200197232,Чемпионы,A
2000200226635,Чемпионы,A
2000200184911,Чемпионы,A
2000200169154,Чемпионы,A
2000200163121,Чемпионы,A
2000200197348,Чемпионы,A
2000200170464,Чемпионы,A
2000200150145,Чемпионы,A
2000200173090,Чемпионы,A
2000200209379,Чемпионы,A
2000200207047,Чемпионы,A
2000200193708,Чемпионы,A
2000200184829,Чемпионы,A
2000200169284,Чемпионы,A
2000200204305,Чемпионы,A
2000200156512,Чемпионы,A
2000200176565,Чемпионы,A
2000200201182,Чемпионы,A
2000200174127,Чемпионы,A
2000200205609,Чемпионы,A
2000200176091,Чемпионы,A
2000200170570,Чемпионы,A
2000200161394,Чемпионы,A
2000200192190,Чемпионы,A
2000200221111,Чемпионы,A
2000200199632,Чемпионы,A
2000200198871,Чемпионы,A
2000200200857,Чемпионы,A
2000200198789,Чемпионы,A
2000200224808,Чемпионы,A
2000200179528,Чемпионы,A
2000200164562,Чемпионы,A
2000200172802,Чемпионы,A
2000200204756,Чемпионы,A
2000200174554,Чемпионы,A
2000200161936,Чемпионы,A
2000200166962,Чемпионы,A
2000200174004,Чемпионы,A
2000200161202,Чемпионы,A
2000200188766,Чемпионы,A
2000200195931,Чемпионы,A
2000200181491,Чемпионы,A
2000200210290,Чемпионы,A
2000200233022,Чемпионы,A
2000200202738,Чемпионы,A
2000200150367,Чемпионы,A
2000200206484,Чемпионы,A
2000200165422,Чемпионы,A
2000200182214,Чемпионы,A
2000200219880,Чемпионы,A
2000200152378,Чемпионы,A
2000200200369,Чемпионы,A
2000200243526,Чемпионы,A
2000200227625,Чемпионы,A
2000200158257,Чемпионы,A
2000200181958,Чемпионы,A
2000200187783,Чемпионы,A
2000200193180,Чемпионы,A
2000200178804,Чемпионы,A
2000200156246,Чемпионы,A
2000200155621,Чемпионы,A
2000200205319,Чемпионы,A
2000200173403,Чемпионы,A
2000200169949,Чемпионы,A
2000200170372,Чемпионы,A
2000200204794,Чемпионы,A
2000200170822,Чемпионы,A
2000200207597,Чемпионы,A
2000200197751,Чемпионы,A
2000200187271,Чемпионы,A
2000200160441,Чемпионы,A
2000200189558,Чемпионы,A
2000200188568,Чемпионы,A
2000200177784,Чемпионы,A
2000200205852,Чемпионы,A
2000200197300,Чемпионы,A
2000200183068,Чемпионы,A
2000200188674,Чемпионы,A
2000200227540,Чемпионы,A
2000200196266,Чемпионы,A
2000200187837,Чемпионы,A
2000200193371,Чемпионы,A
2000200155935,Чемпионы,A
2000200173588,Чемпионы,A
2000200205340,Чемпионы,A
2000200226727,Чемпионы,A
2000200200543,Чемпионы,A
2000200228301,Чемпионы,A
2000200213604,Чемпионы,A
2000200219965,Чемпионы,A
2000200175384,Чемпионы,A
2000200188834,Чемпионы,A
2000200203513,Чемпионы,A
2000200175605,Чемпионы,A
2000200161653,Чемпионы,A
2000200187387,Чемпионы,A
2000200161097,Чемпионы,A
2000200202516,Чемпионы,A
2000200168867,Чемпионы,A
2000200221470,Чемпионы,A
2000200170587,Чемпионы,A
2000200212119,Чемпионы,A
2000200229995,Чемпионы,A
2000200163336,Чемпионы,A
2000200184812,Чемпионы,A
2000200170136,Чемпионы,A
2000200195566,Чемпионы,A
2000200152996,Чемпионы,A
2000200211365,Чемпионы,A
2000200177449,Чемпионы,A
2000200208716,Чемпионы,A
2000200150695,Чемпионы,A
2000200182535,Чемпионы,A
2000200213147,Чемпионы,A
2000200161516,Чемпионы,A
2000200161783,Чемпионы,A
2000200200901,Чемпионы,A
2000200209171,Чемпионы,A
2000200157038,Чемпионы,A
2000200172178,Чемпионы,A
2000200185239,Чемпионы,A
2000200201465,Чемпионы,A
2000200185123,Чемпионы,A
2000200218005,Чемпионы,A
2000200182740,Чемпионы,A
2000200213260,Чемпионы,A
2000200188407,Чемпионы,A
2000200176770,Чемпионы,A
2000200170761,Чемпионы,A
2000200155324,Чемпионы,A
2000200209331,Чемпионы,A
2000200240976,Чемпионы,A
2000200221395,Чемпионы,A
2000200199397,Чемпионы,A
2000200158806,Чемпионы,A
2000200231783,Чемпионы,A
2000200172147,Чемпионы,A
2000200171515,Чемпионы,A
2000200241485,Чемпионы,A
2000200200406,Чемпионы,A
2000200194842,Чемпионы,A
2000200160809,Чемпионы,A
2000200209348,Чемпионы,A
2000200221432,Чемпионы,A
2000200199717,Чемпионы,A
2000200161103,Чемпионы,A
2000200155393,Чемпионы,A
2000200185697,Чемпионы,A
2000200243403,Чемпионы,A
2000200192787,Чемпионы,A
2000200190776,Чемпионы,A
2000200160144,Чемпионы,A
2000200201472,Чемпионы,A
2000200155904,Чемпионы,A
2000200247258,Чемпионы,A
2000200222149,Чемпионы,A
2000200229179,Чемпионы,A
2000200173120,Чемпионы,A
2000200220558,Чемпионы,A
2000200173397,Чемпионы,A
2000200193517,Чемпионы,A
2000200210818,Чемпионы,A
2000200212478,Чемпионы,A
2000200173557,Чемпионы,A
2000200201977,Чемпионы,A
2000200211846,Чемпионы,A
2000200200291,Чемпионы,A
2000200198321,Чемпионы,A
2000200210467,Чемпионы,A
2000200192299,Чемпионы,A
2000200239192,Чемпионы,A
2000200234159,Чемпионы,A
2000200154297,Чемпионы,A
2000200193289,Чемпионы,A
2000200169468,Чемпионы,A
2000200173823,Чемпионы,A
2000200173250,Чемпионы,A
2000200223658,Чемпионы,A
2000200156673,Чемпионы,A
2000200170143,Чемпионы,A
2000200189244,Чемпионы,A
2000200176619,Чемпионы,A
2000200234487,Чемпионы,A
2000200210016,Чемпионы,A
2000200154211,Чемпионы,A
2000200186304,Чемпионы,A
2000200206125,Чемпионы,A
2000200201373,Чемпионы,A
2000200160502,Чемпионы,A
2000200183228,Чемпионы,A
2000200174035,Чемпионы,A
2000200152224,Чемпионы,A
2000200230847,Чемпионы,A
2000200222392,Чемпионы,A
2000200202042,Чемпионы,A
2000200165699,Чемпионы,A
2000200195054,Чемпионы,A
2000200173441,Чемпионы,A
2000200208280,Чемпионы,A
2000200183044,Чемпионы,A
2000200225232,Чемпионы,A
2000200220770,Чемпионы,A
2000200152484,Чемпионы,A
2000200185161,Чемпионы,A
2000200219989,Чемпионы,A
2000200207573,Чемпионы,A
2000200188711,Чемпионы,A
2000200156710,Чемпионы,A
2000200222712,Чемпионы,A
2000200239802,Чемпионы,A
2000200204572,Чемпионы,A
2000200170068,Чемпионы,A
2000200190677,Чемпионы,A
2000200188735,Чемпионы,A
2000200170709,Чемпионы,A
2000200224716,Чемпионы,A
2000200163848,Чемпионы,A
2000200212614,Чемпионы,A
2000200175735,Чемпионы,A
2000200232780,Чемпионы,A
2000200211419,Чемпионы,A
2000200171942,Чемпионы,A
2000200182764,Чемпионы,A
2000200153993,Чемпионы,A
2000200161912,Чемпионы,A
2000200191612,Чемпионы,A
2000200213253,Чемпионы,A
2000200222378,Чемпионы,A
2000200225409,Чемпионы,A
2000200171027,Чемпионы,A
2000200196617,Чемпионы,A
2000200185642,Чемпионы,A
2000200173854,Чемпионы,A
2000200180081,Чемпионы,A
2000200186182,Чемпионы,A
2000200192145,Чемпионы,A
2000200157359,Чемпионы,A
2000200158448,Чемпионы,A
2000200156000,Чемпионы,A
2000200192176,Чемпионы,A
2000200247296,Чемпионы,A
2000200201960,Чемпионы,A
2000200207832,Чемпионы,A
2000200156741,Чемпионы,A
2000200173748,Чемпионы,A
2000200195238,Чемпионы,A
2000200236030,Чемпионы,A
2000200190028,Чемпионы,A
2000200225379,Чемпионы,A
2000200176947,Чемпионы,A
2000200158370,Чемпионы,A
2000200218937,Чемпионы,A
2000200199380,Чемпионы,A
2000200229377,Чемпионы,A
2000200224914,Чемпионы,A
2000200241836,Чемпионы,A
2000200189930,Чемпионы,A
2000200220503,Чемпионы,A
2000200206330,Чемпионы,A
2000200196808,Чемпионы,A
2000200197898,Чемпионы,A
2000200200147,Чемпионы,A
2000200183143,Чемпионы,A
2000200192688,Чемпионы,A
2000200160892,Чемпионы,A
2000200176510,Чемпионы,A
2000200176633,Чемпионы,A
2000200158431,Чемпионы,A
2000200242888,Чемпионы,A
2000200230960,Чемпионы,A
2000200204695,Чемпионы,A
2000200225966,Чемпионы,A
2000200236825,Чемпионы,A
2000200204268,Чемпионы,A
2000200164746,Чемпионы,A
2000200187677,Чемпионы,A
2000200229759,Чемпионы,A
2000200221876,Чемпионы,A
2000200189978,Чемпионы,A
2000200231868,Чемпионы,A
2000200209201,Чемпионы,A
2000200204596,Чемпионы,A
2000200161776,Чемпионы,A
2000200219934,Чемпионы,A
2000200221517,Чемпионы,A
2000200175551,Чемпионы,A
2000200151029,Чемпионы,A
2000200252696,Чемпионы,A
2000200204220,Чемпионы,A
2000200172529,Чемпионы,A
2000200188988,Чемпионы,A
2000200155553,Чемпионы,A
2000200177036,Чемпионы,A
2000200219347,Чемпионы,A
2000200171294,Чемпионы,A
2000200217947,Чемпионы,A
2000200205272,Чемпионы,A
2000200167693,Чемпионы,A
2000200185741,Чемпионы,A
2000200157267,Чемпионы,A
2000200195764,Чемпионы,A
2000200212065,Чемпионы,A
2000200155867,Чемпионы,A
2000200231035,Чемпионы,A
2000200202189,Чемпионы,A
2000200187806,Чемпионы,A
2000200222613,Чемпионы,A
2000200179078,Чемпионы,A
2000200161578,Чемпионы,A
2000200165811,Чемпионы,A
2000200170983,Чемпионы,A
2000200156277,Чемпионы,A
2000200203049,Чемпионы,A
2000200167006,Чемпионы,A
2000200163329,Чемпионы,A
2000200204985,Чемпионы,A
2000200151883,Чемпионы,A
2000200197515,Чемпионы,A
2000200183280,Чемпионы,A
2000200192749,Чемпионы,A
2000200217510,Чемпионы,A
2000200212362,Чемпионы,A
2000200196044,Чемпионы,A
2000200171522,Чемпионы,A
2000200196310,Чемпионы,A
2000200187134,Чемпионы,A
2000200189657,Чемпионы,A
2000200203568,Чемпионы,A
2000200213550,Чемпионы,A
2000200189190,Чемпионы,A
2000200214700,Чемпионы,A
2000200171744,Чемпионы,A
2000200206439,Чемпионы,A
2000200195108,Чемпионы,A
2000200208334,Чемпионы,A
2000200222262,Чемпионы,A
2000200209478,Чемпионы,A
2000200190493,Чемпионы,A
2000200172017,Чемпионы,A
2000200158288,Чемпионы,A
2000200239789,Чемпионы,A
2000200176749,Чемпионы,A
2000200193241,Чемпионы,A
2000200229643,Чемпионы,A
2000200195658,Чемпионы,A
2000200207771,Чемпионы,A
2000200239765,Чемпионы,A
2000200209850,Чемпионы,A
2000200169925,Чемпионы,A
2000200196488,Чемпионы,A
2000200168669,Чемпионы,A
2000200230205,Чемпионы,A
2000200175360,Чемпионы,A
2000200229896,Чемпионы,A
2000200170228,Чемпионы,A
2000200183020,Чемпионы,A
2000200173793,Чемпионы,A
2000200184782,Чемпионы,A
2000200220398,Чемпионы,A
2000200237839,Чемпионы,A
2000200239772,Чемпионы,A
2000200194378,Чемпионы,A
2000200150619,Чемпионы,A
2000200197867,Чемпионы,A
2000200189251,Чемпионы,A
2000200158158,Чемпионы,A
2000200196228,Чемпионы,A
2000200224563,Чемпионы,A
2000200174196,Чемпионы,A
2000200184195,Чемпионы,A
2000200231363,Чемпионы,A
2000200160687,Чемпионы,A
2000200188698,Чемпионы,A
2000200199915,Чемпионы,A
2000200197652,Чемпионы,A
2000200225713,Чемпионы,A
2000200192152,Чемпионы,A
2000200193609,Чемпионы,A
2000200183938,Чемпионы,A
2000200169833,Чемпионы,A
2000200158776,Чемпионы,A
2000200240105,Чемпионы,A
2000200241980,Чемпионы,A
2000200231097,Чемпионы,A
2000200193142,Чемпионы,A
2000200224136,Чемпионы,A
2000200197041,Чемпионы,A
2000200180661,Чемпионы,A
2000200229056,Чемпионы,A
2000200155218,Чемпионы,A
2000200228479,Чемпионы,A
2000200177623,Чемпионы,A
2000200224549,Чемпионы,A
2000200237211,Чемпионы,A
2000200156437,Чемпионы,A
2000200212027,Чемпионы,A
2000200226956,Чемпионы,A
2000200217640,Чемпионы,A
2000200156604,Чемпионы,A
2000200196396,Чемпионы,A
2000200176343,Чемпионы,A
2000200213673,Чемпионы,A
2000200247319,Чемпионы,A
2000200234166,Чемпионы,A
2000200230854,Чемпионы,A
2000200222644,Чемпионы,A
2000200196747,Чемпионы,A
2000200209324,Чемпионы,A
2000200189619,Чемпионы,A
2000200186731,Чемпионы,A
2000200204206,Чемпионы,A
2000200169666,Чемпионы,A
2000200240358,Чемпионы,A
2000200184997,Чемпионы,A
2000200200550,Чемпионы,A
2000200172772,Чемпионы,A
2000200191506,Чемпионы,A
2000200159308,Чемпионы,A
2000200184881,Чемпионы,A
2000200173922,Чемпионы,A
2000200180494,Чемпионы,A
2000200213420,Чемпионы,A
2000200230816,Чемпионы,A
2000200230045,Чемпионы,A
2000200174868,Чемпионы,A
2000200205289,Чемпионы,A
2000200214533,Чемпионы,A
2000200196952,Чемпионы,A
2000200212669,Чемпионы,A
2000200220725,Чемпионы,A
2000200209591,Чемпионы,A
2000200221067,Чемпионы,A
2000200220732,Чемпионы,A
2000200185598,Чемпионы,A
2000200175865,Чемпионы,A
2000200224044,Чемпионы,A
2000200154631,Чемпионы,A
2000200209508,Чемпионы,A
2000200191735,Чемпионы,A
2000200231219,Чемпионы,A
2000200241515,Чемпионы,A
2000200202271,Чемпионы,A
2000200189442,Чемпионы,A
2000200205555,Чемпионы,A
2000200164593,Чемпионы,A
2000200221890,Чемпионы,A
2000200171546,Чемпионы,A
2000200184805,Чемпионы,A
2000200197478,Чемпионы,A
2000200171782,Чемпионы,A
2000200219613,Чемпионы,A
2000200232483,Чемпионы,A
2000200220534,Чемпионы,A
2000200225539,Чемпионы,A
2000200165583,Чемпионы,A
2000200228400,Чемпионы,A
2000200228356,Чемпионы,A
2000200219927,Чемпионы,A
2000200167082,Чемпионы,A
2000200220299,Чемпионы,A
2000200228660,Чемпионы,A
2000200150947,Чемпионы,A
2000200194255,Чемпионы,A
2000200185185,Чемпионы,A
2000200229131,Чемпионы,A
2000200204145,Чемпионы,A
2000200223726,Чемпионы,A
2000200165378,Чемпионы,A
2000200151517,Чемпионы,A
2000200228943,Чемпионы,A
2000200195573,Чемпионы,A
2000200227526,Чемпионы,A
2000200195597,Чемпионы,A
2000200249627,Чемпионы,A
2000200232209,Чемпионы,A
2000200177128,Чемпионы,A
2000200221609,Чемпионы,A
2000200238386,Чемпионы,A
2000200180708,Чемпионы,A
2000200212485,Чемпионы,A
2000200240433,Чемпионы,A
2000200206064,Чемпионы,A
2000200215714,Чемпионы,A
2000200195818,Чемпионы,A
2000200186694,Чемпионы,A
2000200224426,Чемпионы,A
2000200197485,Чемпионы,A
2000200210917,Чемпионы,A
2000200213680,Чемпионы,A
2000200239970,Чемпионы,A
2000200189459,Чемпионы,A
2000200224686,Чемпионы,A
2000200230267,Чемпионы,A
2000200227977,Чемпионы,A
2000200163312,Чемпионы,A
2000200219958,Чемпионы,A
2000200193432,Чемпионы,A
2000200208235,Чемпионы,A
2000200226260,Чемпионы,A
2000200233879,Чемпионы,A
2000200205302,Чемпионы,A
2000200211099,Чемпионы,A
2000200239796,Чемпионы,A
2000200185581,Чемпионы,A
2000200152736,Чемпионы,A
2000200219217,Чемпионы,A
2000200241010,Чемпионы,A
2000200219897,Чемпионы,A
2000200182993,Чемпионы,A
2000200185147,Чемпионы,A
2000200179429,Чемпионы,A
2000200186618,Чемпионы,A
2000200173502,Чемпионы,A
2000200170532,Чемпионы,A
2000200218265,Чемпионы,A
2000200193197,Чемпионы,A
2000200205890,Чемпионы,A
2000200197379,Чемпионы,A
2000200232384,Чемпионы,A
2000200215097,Чемпионы,A
2000200155720,Чемпионы,A
2000200223115,Чемпионы,A
2000200200574,Чемпионы,A
2000200227250,Чемпионы,A
2000200157168,Чемпионы,A
2000200220077,Чемпионы,A
2000200190349,Чемпионы,A
2000200188117,Чемпионы,A
2000200182474,Чемпионы,A
2000200153122,Чемпионы,A
2000200151555,Чемпионы,A
2000200224778,Чемпионы,A
2000200168447,Чемпионы,A
2000200230557,Чемпионы,A
2000200182283,Чемпионы,A
2000200197508,Чемпионы,A
2000200199007,Чемпионы,A
2000200173663,Чемпионы,A
2000200194071,Чемпионы,A
2000200183631,Чемпионы,A
2000200180227,Чемпионы,A
2000200212645,Чемпионы,A
2000200185963,Чемпионы,A
2000200165088,Чемпионы,A
2000200180715,Чемпионы,A
2000200177661,Чемпионы,A
2000200170662,Чемпионы,A
2000200198970,Чемпионы,A
2000200209973,Чемпионы,A
2000200221630,Чемпионы,A
2000200225904,Чемпионы,A
2000200210856,Чемпионы,A
2000200159391,Чемпионы,A
2000200207696,Чемпионы,A
2000200213994,Чемпионы,A
2000200159810,Чемпионы,A
2000200165330,Чемпионы,A
2000200150398,Чемпионы,A
2000200172895,Чемпионы,A
2000200236085,Чемпионы,A
2000200214236,Чемпионы,A
2000200201281,Чемпионы,A
2000200193135,Чемпионы,A
2000200249672,Чемпионы,A
2000200189176,Чемпионы,A
2000200226499,Чемпионы,A
2000200224617,Чемпионы,A
2000200170815,Чемпионы,A
2000200183396,Чемпионы,A
2000200185826,Чемпионы,A
2000200228394,Чемпионы,A
2000200233145,Чемпионы,A
2000200189923,Чемпионы,A
2000200186175,Чемпионы,A
2000200196754,Чемпионы,A
2000200203841,Чемпионы,A
2000200188124,Чемпионы,A
2000200163886,Чемпионы,A
2000200235811,Чемпионы,A
2000200199243,Чемпионы,A
2000200166054,Чемпионы,A
2000200186199,Чемпионы,A
2000200209409,Чемпионы,A
2000200179221,Чемпионы,A
2000200202011,Чемпионы,A
2000200225546,Чемпионы,A
2000200225355,Чемпионы,A
2000200211792,Чемпионы,A
2000200164623,Чемпионы,A
2000200156796,Чемпионы,A
2000200208587,Чемпионы,A
2000200196563,Чемпионы,A
2000200235279,Чемпионы,A
2000200234951,Чемпионы,A
2000200188537,Чемпионы,A
2000200153047,Чемпионы,A
2000200213130,Чемпионы,A
2000200161486,Чемпионы,A
2000200248675,Чемпионы,A
2000200233015,Чемпионы,A
2000200198864,Чемпионы,A
2000200163411,Чемпионы,A
2000200173540,Чемпионы,A
2000200234494,Чемпионы,A
2000200172635,Чемпионы,A
2000200214892,Чемпионы,A
2000200240556,Чемпионы,A
2000200166603,Чемпионы,A
2000200150381,Чемпионы,A
2000200216063,Чемпионы,A
2000200229704,Чемпионы,A
2000200200802,Чемпионы,A
2000200173076,Чемпионы,A
2000200206804,Чемпионы,A
2000200239888,Чемпионы,A
2000200226086,Чемпионы,A
2000200230212,Чемпионы,A
2000200173144,Чемпионы,A
2000200179856,Чемпионы,A
2000200175209,Чемпионы,A
2000200200154,Чемпионы,A
2000200241683,Чемпионы,A
2000200158394,Чемпионы,A
2000200221494,Чемпионы,A
2000200165729,Чемпионы,A
2000200162452,Чемпионы,A
2000200164197,Чемпионы,A
2000200170419,Чемпионы,A
2000200195443,Чемпионы,A
2000200243052,Чемпионы,A
2000200220640,Чемпионы,A
2000200196860,Чемпионы,A
2000200217725,Чемпионы,A
2000200196877,Чемпионы,A
2000200195900,Чемпионы,A
2000200195429,Чемпионы,A
2000200211402,Чемпионы,A
2000200248309,Чемпионы,A
2000200183860,Чемпионы,A
2000200195092,Чемпионы,A
2000200224921,Чемпионы,A
2000200150091,Чемпионы,A
2000200248637,Чемпионы,A
2000200170679,Чемпионы,A
2000200193487,Чемпионы,A
2000200198567,Чемпионы,A
2000200179290,Чемпионы,A
2000200207290,Чемпионы,A
2000200183105,Чемпионы,A
2000200193333,Чемпионы,A
2000200170471,Чемпионы,A
2000200239727,Чемпионы,A
2000200222583,Чемпионы,A
2000200222101,Чемпионы,A
2000200179283,Чемпионы,A
2000200209751,Чемпионы,A
2000200192114,Чемпионы,A
2000200231530,Чемпионы,A
2000200191254,Чемпионы,A
2000200154624,Чемпионы,A
2000200221487,Чемпионы,A
2000200207092,Чемпионы,A
2000200192718,Чемпионы,A
2000200239673,Чемпионы,A
2000200231578,Чемпионы,A
2000200172093,Чемпионы,A
2000200236917,Чемпионы,A
2000200185109,Чемпионы,A
2000200195146,Чемпионы,A
2000200228561,Чемпионы,A
2000200201137,Чемпионы,A
2000200185307,Чемпионы,A
2000200246145,Чемпионы,A
2000200173847,Чемпионы,A
2000200188605,Чемпионы,A
2000200197331,Чемпионы,A
2000200177142,Чемпионы,A
2000200211648,Чемпионы,A
2000200245117,Чемпионы,A
2000200197164,Чемпионы,A
2000200185215,Чемпионы,A
2000200171478,Чемпионы,A
2000200241461,Чемпионы,A
2000200203766,Чемпионы,A
2000200209010,Чемпионы,A
2000200212768,Чемпионы,A
2000200152071,Чемпионы,A
2000200245636,Чемпионы,A
2000200175476,Чемпионы,A
2000200210894,Чемпионы,A
2000200223269,Чемпионы,A
2000200233893,Чемпионы,A
2000200159223,Чемпионы,A
2000200171553,Чемпионы,A
2000200207740,Чемпионы,A
2000200163862,Чемпионы,A
2000200217824,Чемпионы,A
2000200197720,Чемпионы,A
2000200158622,Чемпионы,A
2000200207337,Чемпионы,A
2000200248804,Чемпионы,A
2000200212966,Чемпионы,A
2000200192534,Чемпионы,A
2000200215523,Чемпионы,A
2000200221159,Чемпионы,A
2000200194804,Чемпионы,A
2000200170433,Чемпионы,A
2000200224433,Чемпионы,A
2000200197812,Чемпионы,A
2000200190868,Чемпионы,A
2000200223030,Чемпионы,A
2000200211181,Чемпионы,A
2000200197409,Чемпионы,A
2000200216087,Чемпионы,A
2000200154679,Чемпионы,A
2000200197881,Чемпионы,A
